"","ApplicationCycle","Ethnicity","AnticipatedCompletionDate","ProgramName","CountryName","ProgramCity","ProgramRegion","ApplicationID","ProgramYear","ProgramTerm","ApplicationStatusAlias","Gender","PreferredGender","AcademicYear"
"614","Fall 2019","White","May 24 2021 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",127186,2019,"Fall","Intend to Participate","F",NA,"2019-2020"
"615","Fall 2019","White","May 18 2020 12:00AM","Trinity College in Rome","Italy","Rome","Europe",127226,2019,"Fall","Intend to Participate","M",NA,"2019-2020"
"616","Fall 2019","White","May 24 2021 12:00AM","Grinnell in London","United Kingdom","London","Europe",127663,2019,"Fall","Intend to Participate","M",NA,"2019-2020"
"618","Fall 2019","White","May 24 2021 12:00AM","Aquincum Institute of Technology","Hungary","Budapest","Europe",127794,2019,"Fall","Intend to Participate","M",NA,"2019-2020"
"619","Fall 2019","White","May 24 2021 12:00AM","Grinnell in London","United Kingdom","London","Europe",129109,2019,"Fall","Intend to Participate","M",NA,"2019-2020"
"621","Fall 2019","White","May 25 2021 12:00AM","Grinnell in London","United Kingdom","London","Europe",129350,2019,"Fall","Intend to Participate","F",NA,"2019-2020"
"623","Fall 2019","White","May 24 2021 12:00AM","Grinnell in London","United Kingdom","London","Europe",129456,2019,"Fall","Intend to Participate","M",NA,"2019-2020"
"625","Fall 2019","White","May 24 2021 12:00AM","Grinnell in London","United Kingdom","London","Europe",129687,2019,"Fall","Intend to Participate","F",NA,"2019-2020"
"627","Fall 2019","White","May 24 2021 12:00AM","Grinnell in London","United Kingdom","London","Europe",130395,2019,"Fall","Intend to Participate","M",NA,"2019-2020"
"629","Fall 2019","White","May 24 2021 12:00AM","Grinnell in London","United Kingdom","London","Europe",130741,2019,"Fall","Intend to Participate","M",NA,"2019-2020"
"631","Fall 2019","White","May 24 2021 12:00AM","Grinnell in London","United Kingdom","London","Europe",131465,2019,"Fall","Intend to Participate","F",NA,"2019-2020"
"633","Fall 2019","White","May 25 2021 12:00AM","Grinnell in London","United Kingdom","London","Europe",131630,2019,"Fall","Intend to Participate","F",NA,"2019-2020"
"635","Fall 2019","International student","May 24 2021 12:00AM","Aquincum Institute of Technology","Hungary","Budapest","Europe",133189,2019,"Fall","Intend to Participate","F",NA,"2019-2020"
"636","Fall 2019","White","May 24 2021 12:00AM","Grinnell in London","United Kingdom","London","Europe",133610,2019,"Fall","Intend to Participate","M",NA,"2019-2020"
"638","Fall 2019","White","May 24 2021 12:00AM","X - The Swedish Program: Liberal Arts at the Stockholm School of Economics","Sweden","Stockholm","Europe",138930,2019,"Fall","Intend to Participate","F",NA,"2019-2020"
"639","Fall 2019","Hispanic (of any race)","May 24 2021 12:00AM","IFSA - IFSA Study in Shanghai: International Business","China","Shanghai","Asia",140357,2019,"Fall","Intend to Participate","M",NA,"2019-2020"
"640","Fall 2019","White","May 18 2020 12:00AM","Sea Education Association: Coral Reef Conservation: Caribbean","Montserrat","Plymouth","Latin America and Caribbean",140540,2019,"Fall","Intend to Participate","F",NA,"2019-2020"
"641","Fall 2019","White","May 18 2020 12:00AM","Sea Education Association: Coral Reef Conservation: Caribbean","U.S. Virgin Islands","St. Croix","Latin America and Caribbean",140540,2019,"Fall","Intend to Participate","F",NA,"2019-2020"
"642","Fall 2019","White","May 18 2020 12:00AM","Sea Education Association: Coral Reef Conservation: Caribbean","United States","Woods Hole, MA","North America",140540,2019,"Fall","Intend to Participate","F",NA,"2019-2020"
"643","Fall 2021","International student","May 23 2022 12:00AM","Budapest Semesters in Math","Hungary","Budapest","Europe",169138,2021,"Fall","Intend to Participate","M",NA,"2021-2022"
"644","Fall 2021","White","May 23 2022 12:00AM","IES Abroad London Direct Enrollment – Queen Mary, University of London","United Kingdom","London","Europe",170908,2021,"Fall","Intend to Participate","M",NA,"2021-2022"
"645","Fall 2021","International student","May 23 2022 12:00AM","Aquincum Institute of Technology","Hungary","Budapest","Europe",171285,2021,"Fall","Intend to Participate","M",NA,"2021-2022"
"646","Fall 2021","White","May 23 2022 12:00AM","Aquincum Institute of Technology","Hungary","Budapest","Europe",171460,2021,"Fall","Intend to Participate","M",NA,"2021-2022"
"647","Fall 2021","White","May 23 2022 12:00AM","X - The School for Field Studies (SFS) Costa Rica - Sustainable Development Studies (Semester)","Costa Rica","Atenas","Latin America and Caribbean",172037,2021,"Fall","Intend to Participate","F",NA,"2021-2022"
"648","Fall 2021","White","May 23 2022 12:00AM","Amideast in Jordan - Area and Arabic Language Studies (Semester/Academic Year)","Jordan","Amman","MENA",172648,2021,"Fall","Intend to Participate","F",NA,"2021-2022"
"649","Fall 2021","Ethnicity and race unknown","Dec 17 2021 12:00AM","Dickinson in France","France","Toulouse","Europe",172714,2021,"Fall","Intend to Participate","F",NA,"2021-2022"
"650","Fall 2021","International student","May 23 2022 12:00AM","Arcadia Abroad - Intern Philly","United States","Philadelphia, PA","North America",175968,2021,"Fall","Intend to Participate","M",NA,"2021-2022"
"651","Fall 2021","White","May 23 2022 12:00AM","X - The School for Field Studies – Panama: Tropical Island Biodiversity Studies","Panama","Bocas del Toro","Latin America and Caribbean",176994,2021,"Fall","Intend to Participate","M",NA,"2021-2022"
"652","Fall 2021","Asian","May 23 2022 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",179853,2021,"Fall","Intend to Participate","F",NA,"2021-2022"
"653","Fall 2021","Ethnicity and race unknown","May 23 2022 12:00AM","Trinity College in Rome","Italy","Rome","Europe",180557,2021,"Fall","Intend to Participate","F",NA,"2021-2022"
"654","Fall 2021","Two or more races","May 23 2022 12:00AM","IES Abroad Amsterdam - Social Sciences & Humanities","Netherlands","Amsterdam","Europe",180642,2021,"Fall","Intend to Participate","F",NA,"2021-2022"
"655","Fall 2021","White","May 23 2022 12:00AM","University of Minnesota: MSID Senegal","Senegal","Dakar","Sub-Saharan Africa",180699,2021,"Fall","Intend to Participate","F",NA,"2021-2022"
"656","Fall 2021","Black or African-American","May 23 2022 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",180957,2021,"Fall","Intend to Participate","F",NA,"2021-2022"
"657","Fall 2021","White","May 22 2023 12:00AM","IES Abroad Berlin - Metropolitan & Urban Studies","Germany","Berlin","Europe",181037,2021,"Fall","Intend to Participate","F",NA,"2021-2022"
"658","Fall 2021","Two or more races","May 23 2022 12:00AM","Aquincum Institute of Technology","Hungary","Budapest","Europe",181536,2021,"Fall","Intend to Participate","F",NA,"2021-2022"
"659","Fall 2021","White","May 23 2022 12:00AM","IES Abroad Amsterdam - Social Sciences & Humanities","Netherlands","Amsterdam","Europe",181744,2021,"Fall","Intend to Participate","F",NA,"2021-2022"
"660","Fall 2021","Asian","May 23 2022 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",182356,2021,"Fall","Intend to Participate","F",NA,"2021-2022"
"661","Fall 2021","White","May 23 2022 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",182564,2021,"Fall","Intend to Participate","F",NA,"2021-2022"
"662","Fall 2021","White","May 23 2022 12:00AM","Amideast in Morocco - Regional Studies in French (Semester/Academic Year)","Morocco","Rabat","MENA",183671,2021,"Fall","Intend to Participate","F",NA,"2021-2022"
"663","Fall 2021","Black or African-American","May 23 2022 12:00AM","SIT Study Abroad Morocco: Human Rights, Social Justice, and Cultural Transformation","Morocco","Rabat","MENA",186390,2021,"Fall","Intend to Participate","F",NA,"2021-2022"
"664","Fall 2021","International student","May 23 2022 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",186833,2021,"Fall","Intend to Participate","M",NA,"2021-2022"
"665","Fall 2021","White","May 22 2023 12:00AM","Arcadia Abroad - Queens University Belfast","Ireland","Belfast","Europe",187256,2021,"Fall","Intend to Participate","M",NA,"2021-2022"
"666","Fall 2021","Asian","May 23 2022 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",187330,2021,"Fall","Intend to Participate","M",NA,"2021-2022"
"667","Fall 2021","White","May 23 2022 12:00AM","Arcadia Abroad - University of Edinburgh","United Kingdom","Edinburgh","Europe",196561,2021,"Fall","Intend to Participate","F",NA,"2021-2022"
