App Cycle,Ethnicity,Anticipated Completion Date,Program Name,Program Country,Program City,Program Region,Application ID,Program Year,Program Term,Application Status Alias,Gender,Preferred gender
Spring 2020,White,May 25 2021 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,126298,2020,Spring,Intend to Participate,F,
Spring 2020,Non-resident alien,May 25 2021 12:00AM,Hamilton in France,France,Paris,Europe,126301,2020,Spring,Intend to Participate,F,
Spring 2020,Ethnicity and race unknown,May 25 2021 12:00AM,IES Abroad Quito - Area Studies & Language,Ecuador,Quito,Latin America,126302,2020,Spring,Intend to Participate,F,
Spring 2020,Two or more races,May 25 2021 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,126354,2020,Spring,Intend to Participate,F,
Spring 2020,White,May 25 2021 12:00AM,X - Tel Aviv University Study Abroad Program,Israel,Tel Aviv-Yafo,Middle East,126402,2020,Spring,Intend to Participate,M,
Spring 2020,Non-resident alien,May 24 2021 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,126447,2020,Spring,Intend to Participate,M,
Spring 2020,Hispanic (of any race),May 25 2021 12:00AM,"SIT Study Abroad Panama: Tropical Ecology, Marine Ecosystems, and Biodiversity Conservation",Panama,Panama City,Latin America,126513,2020,Spring,Intend to Participate,F,
Spring 2020,White,May 25 2021 12:00AM,"SIT Study Abroad Serbia, Austria, & Hungary: Comparative European Perspectives on Conflict & Democracy",Austria,Vienna,Europe,126525,2020,Spring,Intend to Participate,M,
Spring 2020,White,May 25 2021 12:00AM,"SIT Study Abroad Serbia, Austria, & Hungary: Comparative European Perspectives on Conflict & Democracy",Hungary,Budapest,Europe,126525,2020,Spring,Intend to Participate,M,
Spring 2020,White,May 25 2021 12:00AM,"SIT Study Abroad Serbia, Austria, & Hungary: Comparative European Perspectives on Conflict & Democracy",Serbia,Belgrade,Europe,126525,2020,Spring,Intend to Participate,M,
Spring 2020,White,May 25 2021 12:00AM,"SIT Study Abroad Serbia, Austria, & Hungary: Comparative European Perspectives on Conflict & Democracy",Slovakia,Bratislava,Europe,126525,2020,Spring,Intend to Participate,M,
Spring 2020,Hispanic (of any race),May 25 2021 12:00AM,IES Abroad Santiago – Health Studies,Chile,Santiago,Latin America,126530,2020,Spring,Intend to Participate,F,
Spring 2020,Non-resident alien,May 25 2021 12:00AM,"Arcadia Abroad - SOAS, University of London",United Kingdom,London,Europe,126531,2020,Spring,Intend to Participate,M,
Spring 2020,White,May 25 2021 12:00AM,IES Abroad Nantes - Study in Nantes,France,Nantes,Europe,126578,2020,Spring,Intend to Participate,M,
Spring 2020,White,May 25 2021 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,126602,2020,Spring,Intend to Participate,M,
Spring 2020,White,May 24 2021 12:00AM,Hamilton in Spain,Spain,Madrid,Europe,126634,2020,Spring,Intend to Participate,F,
Spring 2020,Asian,May 25 2021 12:00AM,IES Abroad Granada - Study in Granada,Spain,Granada,Europe,126653,2020,Spring,Intend to Participate,F,
Spring 2020,White,May 25 2021 12:00AM,CET Prague Film Production,Czech Republic,Prague,Europe,126716,2020,Spring,Intend to Participate,F,
Spring 2020,Two or more races,May 24 2021 12:00AM,"SIT Study Abroad/IHP Health and Community: Globalization, Culture, and Care (Spring)",Argentina,Buenos Aires,Latin America,126798,2020,Spring,Intend to Participate,F,
Spring 2020,Two or more races,May 24 2021 12:00AM,"SIT Study Abroad/IHP Health and Community: Globalization, Culture, and Care (Spring)",India,Delhi,South Asia,126798,2020,Spring,Intend to Participate,F,
Spring 2020,Two or more races,May 24 2021 12:00AM,"SIT Study Abroad/IHP Health and Community: Globalization, Culture, and Care (Spring)",South Africa,Cape Town,Sub-Saharan Africa,126798,2020,Spring,Intend to Participate,F,
Spring 2020,Two or more races,May 24 2021 12:00AM,"SIT Study Abroad/IHP Health and Community: Globalization, Culture, and Care (Spring)",United States,"Washington, D.C.",North America,126798,2020,Spring,Intend to Participate,F,
Spring 2020,Ethnicity and race unknown,May 25 2021 12:00AM,"SIT Study Abroad Ghana: Globalization, Cultural Legacies & the Afro-Chic",Ghana,Accra,Sub-Saharan Africa,126807,2020,Spring,Intend to Participate,M,
Spring 2020,White,May 25 2021 12:00AM,"IES Abroad London Direct Enrollment – Queen Mary, University of London",United Kingdom,London,Europe,126856,2020,Spring,Intend to Participate,F,
Spring 2020,White,May 25 2021 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,126885,2020,Spring,Intend to Participate,M,
Spring 2020,Non-resident alien,May 25 2021 12:00AM,IES Abroad Berlin - Language & Area Studies,Germany,Berlin,Europe,126900,2020,Spring,Intend to Participate,M,
Spring 2020,White,May 24 2021 12:00AM,IES Abroad Amsterdam - Psychology & Sciences,Netherlands,Amsterdam,Europe,126945,2020,Spring,Intend to Participate,M,
Spring 2020,White,May 25 2021 12:00AM,Trinity College in Rome,Italy,Rome,Europe,127107,2020,Spring,Intend to Participate,F,
Spring 2020,Hispanic (of any race),May 25 2021 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,127130,2020,Spring,Intend to Participate,M,
Spring 2020,Non-resident alien,May 25 2021 12:00AM,IES Abroad Quito Direct Enrollment - Universidad San Francisco de Quito,Ecuador,Quito,Latin America,127168,2020,Spring,Intend to Participate,F,
Spring 2020,Non-resident alien,May 25 2021 12:00AM,CET Prague,Czech Republic,Prague,Europe,127245,2020,Spring,Intend to Participate,F,
Spring 2020,White,May 25 2021 12:00AM,Institute for Central American Development Studies - Field Program in Environment & Sustainable Development,Costa Rica,San Jose,Latin America,127301,2020,Spring,Intend to Participate,F,
Spring 2020,White,Dec 17 2021 12:00AM,Trinity College in Rome,Italy,Rome,Europe,127352,2020,Spring,Intend to Participate,F,
Spring 2020,Non-resident alien,May 25 2021 12:00AM,IES Abroad Vienna - Psychology & Social Sciences,Austria,Vienna,Europe,127445,2020,Spring,Intend to Participate,F,
Spring 2020,White,Dec 18 2020 12:00AM,CET Prague Film Production,Czech Republic,Prague,Europe,133768,2020,Spring,Intend to Participate,M,
Spring 2020,Black or African-American,May 25 2021 12:00AM,IES Abroad Berlin - Language & Area Studies,Germany,Berlin,Europe,141623,2020,Spring,Intend to Participate,F,
Spring 2020,White,May 25 2021 12:00AM,The School for Field Studies - Bhutan: Himalayan Environment and Society in Transition,Bhutan,Paro,South Asia,161805,2020,Spring,Intend to Participate,M,
Spring 2020,Ethnicity and race unknown,May 25 2021 12:00AM,IES Abroad Freiburg - Language & Area Studies,Germany,Freiburg,Europe,172713,2020,Spring,Intend to Participate,F,
Spring 2021,White,May 23 2022 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,171646,2021,Spring,Intend to Participate,F,
Spring 2021,White,May 23 2022 12:00AM,"CIEE Arts and Sciences Program in Tokyo, Japan",Japan,Tokyo,East Asia,172718,2021,Spring,Intend to Participate,F,
Spring 2021,White,May 23 2022 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,179622,2021,Spring,Intend to Participate,F,
Spring 2021,Ethnicity and race unknown,May 23 2022 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,179711,2021,Spring,Intend to Participate,F,
Spring 2021,White,May 23 2022 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,180705,2021,Spring,Intend to Participate,F,
Spring 2021,White,May 23 2022 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,181042,2021,Spring,Intend to Participate,M,
Spring 2021,White,May 23 2022 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,181487,2021,Spring,Intend to Participate,F,
Spring 2021,Hispanic (of any race),May 23 2022 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,185339,2021,Spring,Intend to Participate,M,
Spring 2021,Black or African-American,May 23 2022 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,185352,2021,Spring,Intend to Participate,F,
Spring 2021,Non-resident alien,May 23 2022 12:00AM,"CIEE Arts and Sciences Program in Tokyo, Japan",Japan,Tokyo,East Asia,185443,2021,Spring,Intend to Participate,M,
Spring 2021,Non-resident alien,May 22 2023 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,198757,2021,Spring,Intend to Participate,M,
Spring 2021,Non-resident alien,May 23 2022 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,198915,2021,Spring,Intend to Participate,F,
Spring 2021,Asian,May 23 2022 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,199641,2021,Spring,Intend to Participate,F,
Spring 2022,Non-resident alien,May 22 2023 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,168413,2022,Spring,Intend to Participate,M,
Spring 2022,Non-resident alien,May 23 2022 12:00AM,Budapest Semesters in Math,Hungary,Budapest,Europe,172715,2022,Spring,Intend to Participate,M,
Spring 2022,White,May 23 2022 12:00AM,"CIEE Arts and Sciences Program in Seoul, Korea",South Korea,Seoul,East Asia,172717,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 22 2023 12:00AM,X - The School for Field Studies (SFS) Costa Rica - Sustainable Development Studies (Semester),Costa Rica,Atenas,Latin America,173291,2022,Spring,Intend to Participate,F,
Spring 2022,Non-resident alien,May 22 2023 12:00AM,X - The Swedish Program: Liberal Arts at the Stockholm School of Economics,Sweden,Stockholm,Europe,177002,2022,Spring,Intend to Participate,M,
Spring 2022,Hispanic (of any race),May 23 2022 12:00AM,"SIT Study Abroad/IHP Health and Community: Globalization, Culture, and Care (Spring)",Argentina,Buenos Aires,Latin America,180537,2022,Spring,Intend to Participate,F,
Spring 2022,Hispanic (of any race),May 23 2022 12:00AM,"SIT Study Abroad/IHP Health and Community: Globalization, Culture, and Care (Spring)",India,Delhi,South Asia,180537,2022,Spring,Intend to Participate,F,
Spring 2022,Hispanic (of any race),May 23 2022 12:00AM,"SIT Study Abroad/IHP Health and Community: Globalization, Culture, and Care (Spring)",South Africa,Cape Town,Sub-Saharan Africa,180537,2022,Spring,Intend to Participate,F,
Spring 2022,Hispanic (of any race),May 23 2022 12:00AM,"SIT Study Abroad/IHP Health and Community: Globalization, Culture, and Care (Spring)",United States,"Washington, D.C.",North America,180537,2022,Spring,Intend to Participate,F,
Spring 2022,White,Dec 16 2022 12:00AM,IES Abroad Nantes - Study in Nantes,France,Nantes,Europe,183908,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 23 2022 12:00AM,IES Abroad Salamanca - Study in Salamanca,Spain,Salamanca,Europe,185031,2022,Spring,Intend to Participate,F,
Spring 2022,Asian,May 22 2023 12:00AM,IES Abroad Amsterdam - Social Sciences & Humanities,Netherlands,Amsterdam,Europe,185295,2022,Spring,Intend to Participate,M,
Spring 2022,White,May 23 2022 12:00AM,IES Abroad Granada - Study in Granada,Spain,Granada,Europe,185595,2022,Spring,Intend to Participate,F,
Spring 2022,Non-resident alien,Dec 16 2022 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,186230,2022,Spring,Intend to Participate,M,
Spring 2022,Two or more races,May 22 2023 12:00AM,Organization for Tropical Studies (OTS): African Ecology and Conservation Semester in South Africa,South Africa,Kruger National Park,Sub-Saharan Africa,186395,2022,Spring,Intend to Participate,F,
Spring 2022,Black or African-American,May 23 2022 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,189924,2022,Spring,Intend to Participate,F,
Spring 2022,Non-resident alien,Dec 16 2022 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,193555,2022,Spring,Intend to Participate,M,
Spring 2022,White,May 23 2022 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,198888,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 23 2022 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,198888,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 22 2023 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,203829,2022,Spring,Intend to Participate,M,
Spring 2022,White,May 22 2023 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,203829,2022,Spring,Intend to Participate,M,
Spring 2022,Ethnicity and race unknown,May 22 2023 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,203836,2022,Spring,Intend to Participate,M,
Spring 2022,Ethnicity and race unknown,May 22 2023 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,203836,2022,Spring,Intend to Participate,M,
Spring 2022,White,May 22 2023 12:00AM,IES Abroad Freiburg - Language & Area Studies,Germany,Freiburg,Europe,204635,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 22 2023 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,204772,2022,Spring,Intend to Participate,M,
Spring 2022,White,May 22 2023 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,204772,2022,Spring,Intend to Participate,M,
Spring 2022,White,May 22 2023 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,204977,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 22 2023 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,204977,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 22 2023 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,204986,2022,Spring,Intend to Participate,M,
Spring 2022,White,May 22 2023 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,204986,2022,Spring,Intend to Participate,M,
Spring 2022,White,May 22 2023 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,205618,2022,Spring,Intend to Participate,M,
Spring 2022,White,May 22 2023 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,205618,2022,Spring,Intend to Participate,M,
Spring 2022,White,May 22 2023 12:00AM,IES Abroad Freiburg - Language & Area Studies,Germany,Freiburg,Europe,205776,2022,Spring,Intend to Participate,M,
Spring 2022,Asian,May 22 2023 12:00AM,IES Abroad Santiago – Health Studies,Chile,Santiago,Latin America,205881,2022,Spring,Intend to Participate,F,
Spring 2022,Ethnicity and race unknown,May 22 2023 12:00AM,Amideast in Morocco - Regional Studies in French (Semester/Academic Year),Morocco,Rabat,MENA,205890,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 22 2023 12:00AM,IES Abroad Santiago – Health Studies,Chile,Santiago,Latin America,206093,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 22 2023 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,206191,2022,Spring,Intend to Participate,M,
Spring 2022,White,May 22 2023 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,206191,2022,Spring,Intend to Participate,M,
Spring 2022,Black or African-American,May 22 2023 12:00AM,IES Abroad Amsterdam - Psychology & Sciences,Netherlands,Amsterdam,Europe,206274,2022,Spring,Intend to Participate,F,
Spring 2022,Ethnicity and race unknown,May 22 2023 12:00AM,Consortium for Advanced Studies Abroad (CASA) Seville,Spain,Seville,Europe,206759,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,206780,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,206780,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 22 2023 12:00AM,IES Abroad Freiburg - Language & Area Studies,Germany,Freiburg,Europe,206992,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 22 2023 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,207013,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 22 2023 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,207013,2022,Spring,Intend to Participate,F,
Spring 2022,Two or more races,May 22 2023 12:00AM,X - IES Abroad Dublin - Irish Studies,Ireland,Dublin,Europe,207056,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 22 2023 12:00AM,Institute for Central American Development Studies - Field Program in Environment & Sustainable Development,Costa Rica,San Jose,Latin America,207114,2022,Spring,Intend to Participate,F,
Spring 2022,Black or African-American,May 22 2023 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,207207,2022,Spring,Intend to Participate,M,
Spring 2022,Hispanic (of any race),May 22 2023 12:00AM,IES Abroad Berlin - Metropolitan & Urban Studies,Germany,Berlin,Europe,207304,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 22 2023 12:00AM,The School for Field Studies - Marine Resource Management Studies,Turks and Caicos Islands,Cockburn Harbor,Caribbean,207326,2022,Spring,Intend to Participate,M,
Spring 2022,Ethnicity and race unknown,Dec 15 2023 12:00AM,Consortium for Advanced Studies Abroad (CASA) Trinity College Dublin,Ireland,Dublin,Europe,207366,2022,Spring,Intend to Participate,F,
Spring 2022,Hispanic (of any race),May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,207394,2022,Spring,Intend to Participate,F,
Spring 2022,Hispanic (of any race),May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,207394,2022,Spring,Intend to Participate,F,
Spring 2022,Ethnicity and race unknown,May 22 2023 12:00AM,Amideast in Morocco - Regional Studies in French (Semester/Academic Year),Morocco,Rabat,MENA,207434,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 22 2023 12:00AM,Institute for Central American Development Studies - Field Program in Environment & Sustainable Development,Costa Rica,San Jose,Latin America,207463,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 22 2023 12:00AM,College Year in Athens - Semester and Academic Year Program,Greece,Athens,Europe,207487,2022,Spring,Intend to Participate,F,
Spring 2022,Non-resident alien,May 22 2023 12:00AM,National Theater Institute,United States,"Waterford, CT",North America,207550,2022,Spring,Intend to Participate,F,
Spring 2022,Non-resident alien,May 22 2023 12:00AM,IES Abroad European Union,Germany,Freiburg,Europe,207571,2022,Spring,Intend to Participate,F,
Spring 2022,Asian,May 22 2023 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,207620,2022,Spring,Intend to Participate,M,
Spring 2022,Asian,May 22 2023 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,207620,2022,Spring,Intend to Participate,M,
Spring 2022,White,May 22 2023 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,207622,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 22 2023 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,207622,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 22 2023 12:00AM,"X - SIT Study Abroad Mongolia and Siberia:  Nomadism, Geopolitics, and the Environment",Mongolia,Ulaanbaatar,Asia,207633,2022,Spring,Intend to Participate,M,
Spring 2022,White,May 22 2023 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,207652,2022,Spring,Intend to Participate,M,
Spring 2022,White,May 22 2023 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,207652,2022,Spring,Intend to Participate,M,
Spring 2022,Two or more races,May 22 2023 12:00AM,X - IES Abroad Barcelona - Arts & Culture,Spain,Barcelona,Europe,207698,2022,Spring,Intend to Participate,F,
Spring 2022,Non-resident alien,May 22 2023 12:00AM,Leiden University College,Netherlands,The Hague,Europe,207792,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 22 2023 12:00AM,Institute for Central American Development Studies - Social Justice & Development Internship,Costa Rica,San Jose,Latin America,207830,2022,Spring,Intend to Participate,M,
Spring 2022,Hispanic (of any race),May 22 2023 12:00AM,IES Abroad Santiago – Health Studies,Chile,Santiago,Latin America,207884,2022,Spring,Intend to Participate,F,
Spring 2022,Hispanic (of any race),May 22 2023 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,207914,2022,Spring,Intend to Participate,M,
Spring 2022,Asian,Dec 15 2023 12:00AM,X - IES Abroad Dublin – Writer's Program,Ireland,Dublin,Europe,207956,2022,Spring,Intend to Participate,F,
Spring 2022,Hispanic (of any race),May 22 2023 12:00AM,The School for Field Studies - Marine Resource Management Studies,Turks and Caicos Islands,Cockburn Harbor,Caribbean,208111,2022,Spring,Intend to Participate,M,
Spring 2022,White,May 22 2023 12:00AM,Leiden University College,Netherlands,The Hague,Europe,208246,2022,Spring,Intend to Participate,F,
Spring 2022,Ethnicity and race unknown,May 22 2023 12:00AM,IES Abroad Granada - Study in Granada,Spain,Granada,Europe,208398,2022,Spring,Intend to Participate,F,
Spring 2022,Two or more races,May 22 2023 12:00AM,Consortium for Advanced Studies Abroad (CASA) Trinity College Dublin,Ireland,Dublin,Europe,208445,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,208675,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,208675,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 22 2023 12:00AM,Hamilton in France,France,Paris,Europe,208702,2022,Spring,Intend to Participate,F,
Spring 2022,Non-resident alien,May 22 2023 12:00AM,Consortium for Advanced Studies Abroad (CASA) Trinity College Dublin,Ireland,Dublin,Europe,208919,2022,Spring,Intend to Participate,M,
Spring 2022,White,May 22 2023 12:00AM,CET Prague Film Production,Czech Republic,Prague,Europe,209000,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 22 2023 12:00AM,X - SFS Kenya: Wildlife and Human Dimensions of Conservation,Kenya,Rift Valley,Africa,209062,2022,Spring,Intend to Participate,F,
Spring 2022,Asian,May 22 2023 12:00AM,College Year in Athens - Semester and Academic Year Program,Greece,Athens,Europe,209086,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 22 2023 12:00AM,X - The School for Field Studies (SFS) Costa Rica - Sustainable Development Studies (Semester) (Duplicate 1),Costa Rica,Atenas,Latin America,209148,2022,Spring,Intend to Participate,M,
Spring 2022,White,May 22 2023 12:00AM,Arcadia Abroad - Queens University Belfast,Ireland,Belfast,Europe,209271,2022,Spring,Intend to Participate,F,
Spring 2022,Hispanic (of any race),May 22 2023 12:00AM,American University - Washington Semester Program,United States,"Washington, D.C.",North America,209531,2022,Spring,Intend to Participate,M,
Spring 2022,White,May 22 2023 12:00AM,X - Arcadia Abroad - University of Glasgow,United Kingdom,Glasgow,Europe,209564,2022,Spring,Intend to Participate,F,
Spring 2022,White,Dec 16 2022 12:00AM,IES Abroad Freiburg - Language & Area Studies,Germany,Freiburg,Europe,209737,2022,Spring,Intend to Participate,F,
Spring 2022,White,Dec 15 2023 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,209831,2022,Spring,Intend to Participate,M,
Spring 2022,White,Dec 15 2023 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,209831,2022,Spring,Intend to Participate,M,
Spring 2022,Non-resident alien,May 22 2023 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,209995,2022,Spring,Intend to Participate,M,
Spring 2022,White,May 23 2022 12:00AM,X - SRAS Ukraine: Identity & Conflict in the Post-Soviet Space in Kyiv,Ukraine,Kyiv,Europe,210016,2022,Spring,Intend to Participate,M,
Spring 2022,Hispanic (of any race),May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,210065,2022,Spring,Intend to Participate,F,
Spring 2022,Hispanic (of any race),May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,210065,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 22 2023 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,210084,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 22 2023 12:00AM,Dickinson in France,France,Toulouse,Europe,210223,2022,Spring,Intend to Participate,F,
Spring 2022,Ethnicity and race unknown,May 22 2023 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,210327,2022,Spring,Intend to Participate,F,
Spring 2022,Ethnicity and race unknown,May 22 2023 12:00AM,Consortium for Advanced Studies Abroad (CASA) Trinity College Dublin,Ireland,Dublin,Europe,210386,2022,Spring,Intend to Participate,F,
Spring 2022,White,May 22 2023 12:00AM,Wellesley-in-Aix,France,Aix-en-Provence,Europe,210436,2022,Spring,Intend to Participate,F,
Spring 2022,Non-resident alien,May 22 2023 12:00AM,Consortium for Advanced Studies Abroad (CASA) Trinity College Dublin,Ireland,Dublin,Europe,213783,2022,Spring,Intend to Participate,M,
Spring 2022,Asian,May 22 2023 12:00AM,American University - Washington Semester Program,United States,"Washington, D.C.",North America,216404,2022,Spring,Intend to Participate,F,
Spring 2022,Non-resident alien,May 22 2023 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,220854,2022,Spring,Intend to Participate,M,
Spring 2022,Non-resident alien,May 22 2023 12:00AM,Leiden University College,Netherlands,The Hague,Europe,220972,2022,Spring,Intend to Participate,M,
Spring 2022,White,May 22 2023 12:00AM,Consortium for Advanced Studies Abroad (CASA) Trinity College Dublin,Ireland,Dublin,Europe,221471,2022,Spring,Intend to Participate,M,
Spring 2023,Non-resident alien,Dec 20 2024 12:00AM,Japan Study at Waseda University (Earlham College),Japan,Tokyo,East Asia,222550,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,224439,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,224439,2023,Spring,Intend to Participate,F,
Spring 2023,Asian,May 20 2024 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,225437,2023,Spring,Intend to Participate,F,
Spring 2023,Black or African-American,May 20 2024 12:00AM,"CIEE Arts and Sciences Program in Seoul, Korea",South Korea,Seoul,East Asia,225938,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,226655,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,226655,2023,Spring,Intend to Participate,F,
Spring 2023,Non-resident alien,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,226963,2023,Spring,Intend to Participate,M,
Spring 2023,Non-resident alien,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,226963,2023,Spring,Intend to Participate,M,
Spring 2023,Non-resident alien,May 20 2024 12:00AM,X - Middlebury California Climate Semester,United States,Monterey,North America,227138,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,Consortium for Advanced Studies Abroad (CASA) Trinity College Dublin,Ireland,Dublin,Europe,227256,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,IES Abroad Tokyo - Language & Culture,Japan,Tokyo,East Asia,227385,2023,Spring,Intend to Participate,M,
Spring 2023,White,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,227393,2023,Spring,Intend to Participate,F,
