App Cycle,Ethnicity,Anticipated Completion Date,Program Name,Program Country,Program City,Program Region,Application ID,Program Year,Program Term,Application Status Alias,Gender,Preferred gender
Spring 2017,Hispanic (of any race),May 21 2018 12:00AM,X - ACM Costa Rica: Field Research,Costa Rica,San Jose,Latin America,28506,2017,Spring,Approved,F,
Spring 2017,Non-resident alien,May 21 2018 12:00AM,Wellesley-in-Aix,France,Aix-en-Provence,Europe,28516,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,Wellesley-in-Aix,France,Aix-en-Provence,Europe,28520,2017,Spring,Approved,F,
Spring 2017,Asian,May 21 2018 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,28522,2017,Spring,Approved,M,
Spring 2017,Non-resident alien,May 21 2018 12:00AM,X - IES Abroad Santiago - Study in Santiago,Chile,Santiago,Latin America,28524,2017,Spring,Approved,F,
Spring 2017,Asian,May 21 2018 12:00AM,"CIEE Arts and Sciences Program in Seoul, Korea",South Korea,Seoul,East Asia,28526,2017,Spring,Approved,M,
Spring 2017,Asian,May 21 2018 12:00AM,IES Abroad Quito Direct Enrollment - Universidad San Francisco de Quito,Ecuador,Quito,Latin America,28530,2017,Spring,Approved,M,
Spring 2017,Black or African-American,May 21 2018 12:00AM,IES Abroad Cape Town - University of Cape Town,South Africa,Cape Town,Sub-Saharan Africa,28534,2017,Spring,Approved,F,
Spring 2017,White,May 21 2018 12:00AM,X - ACM Botswana: Development in Southern Africa,Botswana,Gabarone,Sub-Saharan Africa,28560,2017,Spring,Approved,M,
Spring 2017,White,May 21 2018 12:00AM,X - The Swedish Program: Liberal Arts at the Stockholm School of Economics,Sweden,Stockholm,Europe,28654,2017,Spring,Approved,M,
Spring 2018,White,May 20 2019 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,37894,2018,Spring,Intend to Participate,M,
Spring 2018,White,May 20 2019 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,38040,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,39212,2018,Spring,Intend to Participate,F,
Spring 2018,Ethnicity and race unknown,May 20 2019 12:00AM,Arcadia Abroad - Queens University Belfast,Ireland,Belfast,Europe,39213,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,Trinity College in Rome,Italy,Rome,Europe,39292,2018,Spring,Intend to Participate,F,
Spring 2018,Hispanic (of any race),May 20 2019 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,40873,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,Wellesley-in-Aix,France,Aix-en-Provence,Europe,41155,2018,Spring,Intend to Participate,F,
Spring 2018,Asian,May 20 2019 12:00AM,IES Abroad Vienna - Music,Austria,Vienna,Europe,41385,2018,Spring,Intend to Participate,F,
Spring 2018,Two or more races,May 20 2019 12:00AM,College Year in Athens - Semester and Academic Year Program,Greece,Athens,Europe,41405,2018,Spring,Intend to Participate,F,
Spring 2018,Non-resident alien,May 20 2019 12:00AM,Middlebury School in Russia: Moscow,Russia,Moscow,Europe,41406,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,X - IES Abroad Dublin-Irish Studies,Ireland,Dublin,Europe,41456,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,Middlebury School in China: Hangzhou,China,Hangzhou,East Asia,41841,2018,Spring,Intend to Participate,M,
Spring 2018,White,May 20 2019 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,42001,2018,Spring,Intend to Participate,F,
Spring 2018,Asian,May 20 2019 12:00AM,"CIEE Intensive Chinese Language and Culture Program in Taipei, Taiwan",Taiwan,Taipei,East Asia,42062,2018,Spring,Intend to Participate,M,
Spring 2018,Two or more races,May 20 2019 12:00AM,IES Abroad Cape Town - University of Cape Town,South Africa,Cape Town,Sub-Saharan Africa,42082,2018,Spring,Intend to Participate,F,
Spring 2018,Two or more races,May 20 2019 12:00AM,IES Abroad Salamanca - Study in Salamanca,Spain,Salamanca,Europe,42171,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,X - ACM Botswana: Development in Southern Africa,Botswana,Gabarone,Sub-Saharan Africa,42375,2018,Spring,Intend to Participate,F,
Spring 2018,Hispanic (of any race),May 20 2019 12:00AM,X - IES Abroad Santiago - Study in Santiago,Chile,Santiago,Latin America,42585,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,Organization for Tropical Studies (OTS): African Ecology and Conservation Semester in South Africa,South Africa,Kruger National Park,Sub-Saharan Africa,42586,2018,Spring,Intend to Participate,F,
Spring 2018,Non-resident alien,May 20 2019 12:00AM,Japan Study at Waseda University (Earlham College),Japan,Tokyo,East Asia,42592,2018,Spring,Intend to Participate,M,
Spring 2018,Two or more races,May 20 2019 12:00AM,Amideast in Morocco - Regional Studies in French (Semester/Academic Year),Morocco,Rabat,MENA,42635,2018,Spring,Intend to Participate,M,
Spring 2018,Two or more races,May 20 2019 12:00AM,The School for Field Studies Cambodia: Environmental Justice and Mekong Ecologies,Cambodia,Siem Reap,Southeast Asia,42637,2018,Spring,Intend to Participate,M,
Spring 2018,White,May 20 2019 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,42699,2018,Spring,Intend to Participate,F,
Spring 2018,Non-resident alien,May 20 2019 12:00AM,CET Prague,Czech Republic,Prague,Europe,42719,2018,Spring,Intend to Participate,F,
Spring 2018,Asian,May 20 2019 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,42722,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,42731,2018,Spring,Intend to Participate,M,
Spring 2018,Two or more races,May 20 2019 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,42762,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,Institute for Central American Development Studies - Social Justice & Development Internship,Costa Rica,San Jose,Latin America,42763,2018,Spring,Intend to Participate,M,
Spring 2018,White,May 20 2019 12:00AM,CET Prague,Czech Republic,Prague,Europe,42840,2018,Spring,Intend to Participate,M,
Spring 2018,White,May 20 2019 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,42850,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,IES Abroad Nantes - Study in Nantes,France,Nantes,Europe,42852,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,Budapest Semesters in Math,Hungary,Budapest,Europe,42884,2018,Spring,Intend to Participate,M,
Spring 2018,Hispanic (of any race),May 20 2019 12:00AM,ACTR Advanced Russian Language & Area Studies St Petersburg (RLASP),Russia,Saint Petersburg,Europe,42890,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,42948,2018,Spring,Intend to Participate,M,
Spring 2018,Non-resident alien,May 20 2019 12:00AM,IES Abroad London Direct Enrollment - University College London,United Kingdom,London,Europe,42962,2018,Spring,Intend to Participate,M,
Spring 2018,White,May 20 2019 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,42970,2018,Spring,Intend to Participate,F,
Spring 2018,Hispanic (of any race),May 20 2019 12:00AM,IES Abroad European Union,Germany,Freiburg,Europe,43050,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,IES Abroad Nantes - Study in Nantes,France,Nantes,Europe,43062,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,Arcadia Abroad - Queens University Belfast,Ireland,Belfast,Europe,43066,2018,Spring,Intend to Participate,F,
Spring 2018,Non-resident alien,May 20 2019 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,43067,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,43085,2018,Spring,Intend to Participate,F,
Spring 2018,Asian,May 20 2019 12:00AM,X - ACM London & Florence: Arts in Context,Italy,Florence,Europe,43094,2018,Spring,Intend to Participate,F,
Spring 2018,Asian,May 20 2019 12:00AM,X - ACM London & Florence: Arts in Context,United Kingdom,London,Europe,43094,2018,Spring,Intend to Participate,F,
Spring 2018,Non-resident alien,May 20 2019 12:00AM,IES Abroad London Direct Enrollment - University College London,United Kingdom,London,Europe,43112,2018,Spring,Intend to Participate,M,
Spring 2018,Non-resident alien,May 20 2019 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,43118,2018,Spring,Intend to Participate,M,
Spring 2018,Asian,May 20 2019 12:00AM,Budapest Semesters in Math,Hungary,Budapest,Europe,43131,2018,Spring,Intend to Participate,M,
Spring 2018,White,May 20 2019 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,43141,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,43142,2018,Spring,Intend to Participate,M,
Spring 2018,White,May 20 2019 12:00AM,Organization for Tropical Studies: Tropical Biology on Changing Planet,Costa Rica,San Jose,Latin America,43165,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,43196,2018,Spring,Intend to Participate,M,
Spring 2018,Non-resident alien,May 20 2019 12:00AM,IES Abroad Berlin - Language & Area Studies,Germany,Berlin,Europe,43197,2018,Spring,Intend to Participate,M,
Spring 2018,Asian,May 20 2019 12:00AM,IES Abroad Nantes - Study in Nantes,France,Nantes,Europe,43209,2018,Spring,Intend to Participate,F,
Spring 2018,Hispanic (of any race),May 20 2019 12:00AM,"CIEE Liberal Arts Program in Santiago, Chile",Chile,Santiago,Latin America,43213,2018,Spring,Intend to Participate,M,
Spring 2018,White,May 20 2019 12:00AM,X - ACM London & Florence: Arts in Context,Italy,Florence,Europe,43215,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,X - ACM London & Florence: Arts in Context,United Kingdom,London,Europe,43215,2018,Spring,Intend to Participate,F,
Spring 2018,Non-resident alien,May 20 2019 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,43253,2018,Spring,Intend to Participate,M,
Spring 2018,White,May 20 2019 12:00AM,IES Abroad Freiburg - Language & Area Studies,Germany,Freiburg,Europe,43292,2018,Spring,Intend to Participate,M,
Spring 2018,Ethnicity and race unknown,May 20 2019 12:00AM,"SIT Study Abroad/ IHP Human Rights Movements, Power, and Resistance",Chile,Santiago,Latin America,43306,2018,Spring,Intend to Participate,F,
Spring 2018,Ethnicity and race unknown,May 20 2019 12:00AM,"SIT Study Abroad/ IHP Human Rights Movements, Power, and Resistance",Jordan,Amman,MENA,43306,2018,Spring,Intend to Participate,F,
Spring 2018,Ethnicity and race unknown,May 20 2019 12:00AM,"SIT Study Abroad/ IHP Human Rights Movements, Power, and Resistance",Nepal,Kathmandu,South Asia,43306,2018,Spring,Intend to Participate,F,
Spring 2018,Ethnicity and race unknown,May 20 2019 12:00AM,"SIT Study Abroad/ IHP Human Rights Movements, Power, and Resistance",United States,"New York, NY",North America,43306,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,X - ACM Botswana: Development in Southern Africa,Botswana,Gabarone,Sub-Saharan Africa,43347,2018,Spring,Intend to Participate,M,
Spring 2018,White,May 20 2019 12:00AM,X-The School for Field Studies - Biodiversity and Development in the Andes-Amazon,Peru,Iquitos,Latin America,43357,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,The School for Field Studies - Bhutan: Himalayan Environment and Society in Transition,Bhutan,Paro,South Asia,43358,2018,Spring,Intend to Participate,M,
Spring 2018,White,May 20 2019 12:00AM,X - IES Abroad Amsterdam - Study Amsterdam,Netherlands,Amsterdam,Europe,43421,2018,Spring,Intend to Participate,F,
Spring 2018,Asian,May 20 2019 12:00AM,Budapest Semesters in Math,Hungary,Budapest,Europe,43435,2018,Spring,Intend to Participate,M,
Spring 2018,White,May 20 2019 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,43448,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,"CIEE Liberal Arts Program in Santiago, Chile",Chile,Santiago,Latin America,43473,2018,Spring,Intend to Participate,F,
Spring 2018,Black or African-American,May 20 2019 12:00AM,Spelman College,United States,"Atlanta, GA",North America,43494,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,43537,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,IES Abroad Madrid - Language & Area Studies,Spain,Madrid,Europe,43573,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,X - ACM Botswana: Development in Southern Africa,Botswana,Gabarone,Sub-Saharan Africa,43583,2018,Spring,Intend to Participate,F,
Spring 2018,Non-resident alien,May 20 2019 12:00AM,IES Abroad London Direct Enrollment - University College London,United Kingdom,London,Europe,43634,2018,Spring,Intend to Participate,F,
Spring 2018,Non-resident alien,May 20 2019 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,43655,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,IES Abroad Cape Town - University of Cape Town,South Africa,Cape Town,Sub-Saharan Africa,43701,2018,Spring,Intend to Participate,M,
Spring 2018,White,May 20 2019 12:00AM,X - ACM Botswana: Development in Southern Africa,Botswana,Gabarone,Sub-Saharan Africa,43706,2018,Spring,Intend to Participate,M,
Spring 2018,Non-resident alien,May 20 2019 12:00AM,IES Abroad Berlin - Language & Area Studies,Germany,Berlin,Europe,43726,2018,Spring,Intend to Participate,M,
Spring 2018,White,May 20 2019 12:00AM,Dickinson in France,France,Toulouse,Europe,43733,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,Middlebury School in Russia: Irkutsk,Russia,Irkustk,Europe,43736,2018,Spring,Intend to Participate,F,
Spring 2018,White,May 20 2019 12:00AM,"CIEE Arts and Sciences Program in Legon, Ghana",Ghana,Legon,Sub-Saharan Africa,43742,2018,Spring,Intend to Participate,F,
Spring 2019,Hispanic (of any race),May 18 2020 12:00AM,X - IES Abroad Santiago - Study in Santiago,Chile,Santiago,Latin America,75972,2019,Spring,Intend to Participate,F,
Spring 2019,Black or African-American,May 18 2020 12:00AM,Wellesley-in-Aix,France,Aix-en-Provence,Europe,76483,2019,Spring,Intend to Participate,F,
Spring 2019,Non-resident alien,May 18 2020 12:00AM,Wayne State University Munich Program,Germany,Munich,Europe,77152,2019,Spring,Intend to Participate,F,
Spring 2019,Asian,May 18 2020 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,77801,2019,Spring,Intend to Participate,F,
Spring 2019,White,May 18 2020 12:00AM,IES Abroad Freiburg - Language & Area Studies,Germany,Freiburg,Europe,78351,2019,Spring,Intend to Participate,F,
Spring 2019,White,May 18 2020 12:00AM,Japan Study at Waseda University (Earlham College),Japan,Tokyo,East Asia,78907,2019,Spring,Intend to Participate,M,
Spring 2019,Black or African-American,May 18 2020 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,78986,2019,Spring,Intend to Participate,F,
Spring 2019,Asian,May 18 2020 12:00AM,The School for Field Studies - Bhutan: Himalayan Environment and Society in Transition,Bhutan,Paro,South Asia,79179,2019,Spring,Intend to Participate,F,
Spring 2019,Asian,May 18 2020 12:00AM,IES Abroad Tokyo - Language & Culture,Japan,Tokyo,East Asia,79180,2019,Spring,Intend to Participate,F,
Spring 2019,White,May 18 2020 12:00AM,CET Prague,Czech Republic,Prague,Europe,79185,2019,Spring,Intend to Participate,F,
Spring 2019,Two or more races,May 18 2020 12:00AM,College Year in Athens - Semester and Academic Year Program,Greece,Athens,Europe,79887,2019,Spring,Intend to Participate,M,
Spring 2019,Non-resident alien,May 18 2020 12:00AM,IES Abroad London Direct Enrollment - University College London,United Kingdom,London,Europe,79920,2019,Spring,Intend to Participate,M,
Spring 2019,White,May 18 2020 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,80156,2019,Spring,Intend to Participate,F,
Spring 2019,White,May 18 2020 12:00AM,"CIEE Liberal Arts Program in Valparaíso, Chile",Chile,Valparaiso,Latin America,80198,2019,Spring,Intend to Participate,F,
Spring 2019,White,May 18 2020 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,80219,2019,Spring,Intend to Participate,M,
Spring 2019,Non-resident alien,May 18 2020 12:00AM,Budapest Semesters in Math,Hungary,Budapest,Europe,80439,2019,Spring,Intend to Participate,M,
Spring 2019,White,May 18 2020 12:00AM,The School for Field Studies - Bhutan: Himalayan Environment and Society in Transition,Bhutan,Paro,South Asia,80454,2019,Spring,Intend to Participate,F,
Spring 2019,Non-resident alien,May 18 2020 12:00AM,IES Abroad London Direct Enrollment - University College London,United Kingdom,London,Europe,80469,2019,Spring,Intend to Participate,F,
Spring 2019,White,May 18 2020 12:00AM,Fordham: London Dramatic Academy,United Kingdom,London,Europe,80477,2019,Spring,Intend to Participate,F,
Spring 2019,White,May 18 2020 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,80529,2019,Spring,Intend to Participate,F,
Spring 2019,White,May 18 2020 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,80809,2019,Spring,Intend to Participate,F,
Spring 2019,White,May 18 2020 12:00AM,IFSA - IFSA Merida Universities Program,Mexico,Merida,Latin America,80841,2019,Spring,Intend to Participate,F,
Spring 2019,Non-resident alien,May 18 2020 12:00AM,IES Abroad London Direct Enrollment - University College London,United Kingdom,London,Europe,80886,2019,Spring,Intend to Participate,F,
